"22.41528927,87.87138399"
"22.4670068,88.13937098"
"22.73243884,88.37025775"
"22.99415491,88.40346338"
"22.10432886,88.17710124"
"22.41575786,87.86474916"
"22.4691067,88.13963366"
"21.6913247,83.8625113        
"
"21.0972861,85.0741374        "
"21.963683,83.8912462        "
"21.6917669,83.859026        
"
"21.9637126,83.8924729        
"
"20.9106603,85.2103592        "
"28.6174138,77.2527285"
"28.5076585,77.3001537"
"28.5089514,77.3049827"
"28.50456155,77.3070344"
"28.7322822,77.1023726"
"28.5802129,77.265298"
"28.7956856,77.0723008"
"28.619274,77.249698"
"23.2511711,72.6737865"
"23.2770536,72.6852382"
"22.8766055,73.3587646"
"22.8665914,73.3525425"
"22.2353917,72.760584"
"23.2511711,72.6737865"
"23.2770536,72.6852382"
"22.8766055,73.3587646"
"22.8665914,73.3525425"
"22.2353917,72.760584"
"23.81932448,86.76198033"
"23.6407926,85.2935849"
"23.7362501,86.1272263"
"24.3900783,85.5610836"
"23.84959524,85.01165107"
"23.78427129,85.88444834"
"23.78495967,85.87864297"
"23.84786369,85.01773408"
"23.82072387,86.75943872"
